cust_id,name,country,annual_income,job_tenure_years,is_bank_employee
68,Nathaniel Foley,FR,30103,15,0
69,Elizabeth Morgan,US,138330,11,0
70,Anthony Caldwell,UAE,79200,15,0
71,Casey Herrera,UAE,59754,0,0
72,Julia Daniels,DE,112148,12,0
73,Amanda Taylor,GB,90743,1,0
74,Patrick Burton,FR,98257,7,0
75,Hannah Glenn,UAE,143447,3,0
76,Darrell Thomas,GB,29029,16,0
77,Allison Hill,US,109166,13,0
78,William Caldwell,IN,121740,19,0
79,Kara Williams,IN,85453,13,0
80,Scott Bernard,US,73863,6,0
81,Stacy Green,FR,98645,13,0
82,Steven Johnson,UAE,139299,14,0
83,Karen Melton,US,145332,5,0
84,Thomas Howard,FR,146611,10,0
85,Austin Bailey,US,94204,20,0
86,Nicholas Garcia,GB,144892,19,0
87,Randy Eaton,DE,39309,2,0
88,Barbara Cannon,US,25212,14,0
89,Amber Sharp,US,125950,6,0
90,Patrick Galloway,FR,132157,17,0
91,Edward King,FR,29646,18,0
92,Theresa Campbell,IN,91952,12,0
93,Alexandra Rivera,DE,90498,8,0
94,Dominique Lyons,UAE,58076,7,0
95,Kathy Mays,US,108418,2,0
96,Mrs. Tamara Morrison DVM,IN,106644,4,0
97,Jonathon Powell,IN,110642,13,0
98,Alicia Nelson,UAE,88153,10,0
99,Maria Herrera,FR,102509,20,0
100,Jennifer Rodriguez,US,131280,6,0
101,Tiffany Cooper,GB,129354,7,0
102,Hannah Meadows,GB,125786,0,0
103,Daniel Kelly,IN,52079,20,0
104,Christian Morgan,DE,119623,18,0
105,Jasmine Welch,GB,96830,2,0
106,Maria Baxter,US,32374,18,0
107,Bethany Chung,GB,50933,12,0
108,Elizabeth Huff,IN,102776,20,0
109,Justin Vasquez,US,147563,11,0
110,Tyler Thompson,GB,145594,7,0
111,Eric Clark,IN,51268,3,0
112,Cindy Burke,DE,133153,19,0
113,Laura Nelson,FR,40190,8,0
114,Brian Fowler,FR,37008,7,0
115,Michael Velez,US,122775,13,0
116,Roberta Castillo,FR,55301,0,0
117,Amy Oneal,IN,134714,6,0
118,Michael Lee,UAE,78852,9,0
119,Mr. Matthew Campbell,DE,148506,11,1
120,Amanda Castaneda,DE,62246,17,0
121,Annette Floyd,UAE,134169,10,0
122,Tyler Drake,FR,101251,18,0
123,Melissa Smith,US,41973,19,0
124,Amanda Reed,US,67763,6,0
125,Douglas Hood,UAE,96839,1,0
126,Benjamin Johnson,FR,144376,12,0
127,Timothy Becker,GB,63413,11,0
128,Jonathan Pacheco,DE,73757,20,0
129,Patricia Pugh,US,113500,0,0
130,Melissa Barrera,GB,85848,20,0
131,Daniel Schaefer,UAE,27404,14,0
132,Cory Gonzalez,GB,35400,2,0
133,Jane Hamilton,UAE,148588,7,0
134,Jorge Rice,DE,131375,4,0
135,Elizabeth Jimenez,GB,120585,2,0
136,Troy White,IN,129828,8,0
137,John Hoffman,US,32504,6,0
138,Wendy Thompson,UAE,116885,11,0
139,Louis Terry,IN,125806,13,0
140,Kyle Becker,US,105025,5,0
141,Michael Petty,IN,128233,0,0
142,Charles Garcia,DE,30549,11,0
143,Justin Chambers,US,47016,13,0
144,William Watkins,IN,65244,14,0
145,Tracy Webster,UAE,121397,15,0
146,Brandon Hobbs,DE,113550,14,0
147,Matthew Walker,FR,95853,16,0
148,Kim Williams,US,85460,16,0
149,Natasha Valdez,US,131647,1,0
150,Michael Williams,GB,110879,17,0
151,Eric Cooper,US,128724,14,0
152,Joseph Chavez,DE,133640,11,0
153,Linda Ortiz,US,28661,3,0
154,Jennifer Hall,IN,43651,17,0
155,Tracy Wilson,IN,33954,6,0
156,Jennifer Jones,US,131561,0,0
157,Emily Porter,FR,135874,10,0
158,Benjamin Brown,US,109016,12,0
159,Mary Perez,IN,111379,10,0
160,Joseph Gay,IN,41930,17,0
161,Lindsay Jones,DE,108275,13,0
162,Misty Melendez,DE,102137,14,0
163,Mary Torres,FR,96835,6,0
164,Tamara Estrada,DE,35624,13,0
165,Brian Rodgers,US,61112,12,0
166,Johnathan Murphy,US,35859,14,0
167,Jennifer Mooney,GB,74455,11,0
168,Dean Reed,IN,76667,20,0
169,Angela Gould,US,56124,19,0
170,Carla Griffin,US,56888,8,0
171,Sierra Knapp,GB,45124,4,0
172,Lauren Miller,GB,25695,17,0
173,Gregory Young,DE,81119,13,0
174,Jeremy Burton,GB,79198,11,0
175,Anthony Bishop,UAE,138651,4,0
176,Kayla Smith,US,129496,19,0
177,Cindy Henderson,DE,31513,6,0
178,Ashley Cole,US,92024,10,0
179,Miranda Fowler,UAE,36695,11,0
180,Yolanda Bailey,GB,119612,19,0
181,Paul Bradshaw,GB,67395,1,0
182,Thomas Villegas,FR,138691,13,0
183,Stephanie Willis,FR,136314,10,0
184,Tracy Horne,US,49329,5,0
185,Carol Drake,UAE,76598,12,0
186,Virginia Rogers,UAE,82210,3,0
187,Michael Miller,UAE,124429,19,0
188,Mary Freeman,FR,133124,19,0
189,Ian Hughes,GB,90577,20,0
190,Tim Chapman,US,136871,18,0
191,Ashley Roberts,IN,34742,16,0
192,Justin Brown,GB,50482,2,0
193,Jonathan Elliott,GB,113624,7,0
194,James Leonard,IN,96733,19,0
195,Richard Smith,US,52938,3,0
196,Ryan Shaw,US,139787,8,0
197,Tina Logan,US,86474,20,0
198,Cheryl Figueroa,IN,100407,1,0
199,Samantha Flynn,UAE,144337,8,0
200,Vanessa Small,UAE,77668,19,0
201,Dean Mendoza,DE,110129,7,0
202,Angelica Dunn,DE,139568,19,0
203,Kirk Bailey,GB,55547,3,0
204,Nathaniel Vargas,GB,46742,16,0
205,Stephanie Rogers,UAE,25547,16,0
206,Charles Short,US,41139,14,0
207,Brandon Patterson,GB,115460,16,0
208,John Figueroa,FR,125885,20,0
209,Laura Mcintosh,US,55062,16,0
210,Robert Parker,IN,53144,11,0
211,Jennifer Miles,DE,94428,16,0
212,Charles Mcconnell,IN,133579,17,0
213,Lauren Luna,FR,106162,11,0
214,Ryan Rodriguez,DE,103371,8,0
215,Lisa Ramos,IN,118963,13,0
216,Thomas Reeves,IN,35133,11,0
217,Austin Hurst,US,105672,18,0
218,Gary Griffin,FR,65912,9,0
219,Mr. Dylan Butler,GB,68451,19,0
220,Rachael Bowman,US,123182,6,0
221,David Harris,UAE,117471,14,0
222,John Sampson,UAE,56451,8,1
223,Hannah Sullivan,GB,93236,20,0
224,Thomas Murillo,US,61106,18,0
225,James Cooper,GB,141437,20,0
226,Eric Sharp,IN,142017,2,0
227,Erica Horn,IN,91455,8,0
228,Christopher Sweeney,US,69122,16,0
229,Holly Reyes,GB,81101,2,0
230,Todd Lane,GB,72528,19,0
231,Jessica Smith,DE,96565,2,0
232,Jose Benson,IN,97209,8,0
233,Michelle Briggs,FR,69235,4,0
234,Nathaniel Hines,DE,118634,9,0
235,Allison Robinson MD,DE,107791,7,0
236,Theresa Pope,US,31687,8,0
237,William Delacruz,IN,87387,6,0
238,Carol Williamson,GB,33516,12,0
239,Melissa Hartman,US,119052,13,0
240,Karen Holmes,GB,76594,10,0
241,Dustin Garcia,UAE,86468,9,0
242,Robert Jones,US,70598,19,0
243,Joseph Martinez,GB,28446,7,0
244,Timothy Tyler,GB,141272,12,0
245,Kelly Hamilton,FR,75853,14,0
246,Richard Benson,IN,91551,5,0
247,Gabriel Rodriguez,FR,145988,6,0
248,Derek Houston,GB,67188,1,0
249,Thomas Brown,IN,86839,15,0
250,Jennifer Church,US,136167,10,0
251,Mark Terrell,GB,83629,19,0
252,Heather Combs,US,77388,18,0
253,Michelle Lopez,FR,38841,3,0
254,Christy Smith,GB,49721,3,0
255,Robert Bailey,IN,106700,14,0
256,Donna Bond,GB,144066,15,0
257,Jason Stark,FR,103419,10,0
258,Natasha Johnson,DE,56998,1,0
259,Heather Hill,IN,63293,8,0
260,Arthur King,FR,108633,9,0
261,Mr. Derrick Key,IN,71623,9,0
262,Craig Smith,UAE,108107,2,0
263,Amanda Conrad,UAE,113801,8,0
264,Michelle Robertson,FR,30150,7,0
265,Justin Watts,DE,103295,14,0
266,Allen Robinson,DE,147659,12,0
267,Sarah Rasmussen,UAE,37135,8,0
268,Tamara Steele,IN,127538,11,0
269,Calvin Campbell,US,100083,3,0
270,Patricia Duncan,IN,37908,0,0
271,Jacob Parker,FR,42363,16,0
272,Hannah Clark,GB,142624,17,0
273,Daniel Jimenez,IN,27318,16,0
274,Samuel York,IN,39550,13,0
275,Chad Reyes,IN,111232,15,0
276,Angel Price,DE,72393,18,0
277,Zachary Frederick,DE,47167,3,0
278,William Garner,GB,143258,13,0
279,David Bennett,US,104960,11,0
280,James Owens,DE,59863,9,0
281,Madison Reynolds,FR,59563,0,0
282,Aimee Lopez,FR,60459,12,0
283,Harold Stewart,IN,134626,0,0
284,Christina Stevenson,UAE,125147,0,0
285,Susan Silva,DE,29172,8,0
286,Charles Ward,IN,111252,9,0
287,Alyssa Oneill,IN,131255,3,0
288,Pamela Miller,GB,131057,5,0
289,Timothy Compton,UAE,41474,12,0
290,Gary Williams,GB,78880,16,0
291,Troy Knight,DE,52788,10,0
292,James Brown,FR,47017,0,0
293,Stephen Combs,GB,124418,10,0
294,Andrea Stevens,GB,43695,19,0
295,Michael Ramos,UAE,120627,6,0
296,Maurice Hubbard,GB,83304,2,0
297,Andrew Forbes,GB,101598,15,0
298,Rhonda Parks,IN,147625,0,0
299,Christopher Castillo,FR,143726,12,0
300,Antonio Baker,US,110784,15,0
301,Michael Lynch,UAE,70596,20,0
302,Miguel Thomas,DE,112716,9,0
303,Steven Zimmerman,GB,35028,5,0
304,Douglas Barry,GB,121261,18,0
305,Corey Smith,US,131906,4,0
306,Kyle Doyle,GB,131548,3,0
307,Adam Winters,FR,74783,20,1
308,Peter Smith,FR,94398,20,0
309,Rachel Ramirez,UAE,43935,19,0
310,Jay Davis,GB,88861,15,0
311,Kathryn Williams,DE,33303,16,0
312,Marcia Johnson,US,37138,6,0
313,Jeffrey Smith,DE,55907,1,0
314,John Hudson,IN,33746,19,0
315,Stephanie Chen,UAE,123782,5,0
316,Alexa Smith,US,61295,17,0
317,Elizabeth Decker,UAE,147726,18,0
318,Jordan West,IN,38669,12,0
319,Louis Williams,IN,25720,7,0
320,Jessica Stone,GB,62608,11,0
321,Travis Johnson,GB,56707,7,0
322,Eric Turner,DE,114523,17,0
323,Jerry Fitzgerald,IN,42792,5,0
324,John Church,FR,131129,6,0
325,Tyler Clay MD,GB,87134,17,0
326,Robin Blanchard,GB,125496,12,0
327,Jennifer Murillo,UAE,74031,5,0
328,Kyle Mueller,FR,131121,1,0
329,Thomas Kim,IN,133601,7,0
330,Ashley Daniels,IN,79894,0,0
331,Jeremy Williams,GB,139815,13,0
332,Michael Davis,IN,137083,2,0
333,James Smith,GB,44224,4,0
334,Andrea Love,GB,126782,1,0
335,Robert Nelson,UAE,60800,11,0
336,Sara Brown,IN,59804,20,0
337,Mrs. Karen Lucero DDS,IN,35854,2,0
338,Sarah Lee,US,65678,7,0
339,Jessica Cook,US,27420,20,0
340,Robert Ramirez,IN,123499,12,0
341,Bryan Nichols,US,49661,5,0
342,Brian Kline,UAE,144375,2,0
343,Kathryn Gonzales,UAE,49991,9,0
344,Jeremy Cortez,UAE,44309,11,0
345,Randy Ferguson,UAE,63989,7,0
346,Jessica Heath,GB,145350,17,0
347,Matthew Adams,GB,147814,20,0
348,Trevor Douglas,UAE,107483,16,0
349,Rick Miller,DE,33793,12,0
350,Mrs. Melissa Fox,GB,132289,1,0
351,Sara Robinson,IN,79387,10,0
352,Matthew Bright,GB,135574,16,0
353,Denise Webb,IN,62681,11,0
354,Cory Stevens,UAE,102174,5,0
355,Briana Clarke,DE,110243,13,0
356,Kevin Edwards,UAE,78862,8,0
357,Robert Thompson,UAE,75196,10,0
358,Timothy Miller,US,66507,12,0
359,William Conley,IN,130206,16,0
360,Johnny Salas,FR,77079,19,0
361,Jennifer Long,FR,25098,0,0
362,Brian Flynn,GB,98804,5,0
363,Elizabeth Armstrong,UAE,99229,16,0
364,Donna Vargas,FR,139227,12,0
365,Shannon Irwin,US,94830,10,0
366,Angela Dawson,DE,99116,18,0
367,Thomas Long,DE,68175,20,0
368,Joshua Gomez,UAE,146242,2,0
369,Jack Hodge,GB,33454,6,0
370,Andrea Reilly,DE,87529,2,0
371,James Stevens,GB,28245,3,0
372,Christopher Murray,US,145115,18,0
373,Gabriel Craig,IN,38549,11,0
374,Ashley Rodriguez,US,54580,10,0
375,Gabriel Mcconnell,UAE,149080,0,0
376,William Wagner,US,37742,11,0
377,David Walker,DE,119724,2,0
378,Matthew Sharp,UAE,104682,3,0
379,Latoya Martin MD,GB,39441,5,0
380,Amanda Fischer,UAE,49050,19,0
381,Stephanie Brown,IN,65414,0,0
382,Vanessa Howell,FR,54558,20,0
383,Ryan Brooks,FR,48205,2,0
384,James Rogers,UAE,88894,4,0
385,Randall Rivera,FR,78981,11,0
386,Patrick Duncan,US,99503,16,0
387,Nicole Davidson,US,103857,14,0
388,Kaitlyn Cooke,FR,103528,18,0
389,Alexander Garcia,GB,119032,4,0
390,Diana Berry,US,39272,13,0
391,Michael Williams,FR,105781,11,0
392,Makayla Arias,GB,143374,13,0
393,Phillip Wilson,FR,67394,9,0
394,Nina Lawson,FR,51334,3,0
395,Michael Smith,FR,90793,18,0
396,Cynthia Guzman,US,149754,13,0
397,Bradley Valencia,DE,71979,19,0
398,Kristen Kemp,GB,63246,4,0
399,Joshua Townsend,DE,98806,16,0
400,Lonnie Salazar,IN,91835,16,0
401,Matthew Chang,FR,46148,3,1
402,Dwayne Snyder,FR,56036,8,0
403,Robert Chaney II,US,31505,1,0
404,Tammy Carter,DE,32014,0,0
405,Michael Soto,US,105037,1,0
406,Katherine Griffith,UAE,121012,13,0
407,Mikayla Mathis,US,34232,19,0
408,Javier Clark,UAE,68373,16,0
409,Nicole Warner,UAE,126297,10,0
410,Jessica Adams,US,135256,10,0
411,David Anderson,GB,52150,3,0
412,Phillip Robinson,FR,131749,11,0
413,Brian Sherman,UAE,139248,17,0
414,Michelle Boyer,IN,73860,13,0
415,Wendy Anthony,FR,111156,5,0
416,Julie Johnson,UAE,135478,19,0
417,Ronald Stewart,IN,27577,18,0
418,Raymond Reyes,IN,69260,1,0
419,Shannon Rose Jr.,DE,82207,17,0
420,Stephanie Black,US,109511,0,0
421,Randy Williams,IN,51963,3,0
422,Mr. Jonathan Patel,US,104941,20,0
423,Antonio Smith,US,110906,12,0
424,Mary Johnson,FR,107558,14,0
425,Alexander Wagner,GB,27213,16,0
426,Kathryn Prince,DE,105758,18,0
427,Alexander Harvey,IN,57426,6,0
428,Maria Williams,FR,114761,1,0
429,Mr. Wesley Gonzales,GB,136639,12,0
430,Rebecca Ross,FR,115901,8,0
431,Deborah Hudson,IN,78273,18,0
432,Daniel Wilson,US,145330,5,0
433,James Mccoy,FR,65075,13,0
434,Samantha Reynolds,UAE,126636,19,0
435,Allison Garza,IN,28867,19,0
436,Yolanda Roberts,UAE,143208,15,0
437,Julia Long,IN,61803,13,0
438,Karina Morgan,DE,52827,20,0
439,Steven Hill,IN,129147,19,0
440,Angela Anthony,GB,93046,16,0
441,Lisa Scott MD,US,98860,19,0
442,Michael Barton,IN,103149,0,0
443,Erin Delacruz,UAE,148106,8,0
444,Mr. Christian Murray DDS,IN,43807,18,0
445,Erin Wyatt,FR,79767,2,0
446,Jonathan Willis,UAE,84226,7,0
447,Nicholas Pacheco,FR,58387,1,0
448,Aaron Le,FR,57900,20,0
449,Jeremy Martinez,DE,60369,18,0
450,Travis Phillips,UAE,86535,20,0
451,Rebecca Young,FR,122812,17,0
452,Steven Delgado,FR,100854,6,0
453,Jeff Scott,DE,145903,12,0
454,Bryan Wilkins,GB,110484,18,1
455,Xavier Jackson,GB,69662,4,0
456,Amy Robles,UAE,87756,19,1
457,Jonathan Edwards,FR,106148,19,0
458,Valerie Coleman,UAE,40494,12,0
459,Travis Rodriguez,DE,68117,10,0
460,Amanda Francis,FR,128398,15,0
461,Maria David,US,136756,13,0
462,Christina Vasquez,DE,54069,3,0
463,Victor Green,GB,74745,2,0
464,Andrew King,US,30238,3,0
465,Stefanie Bruce,DE,106401,11,0
466,Jason Welch,FR,70368,14,0
467,Tyler Willis,DE,126601,0,0
468,Melissa Hawkins,IN,79133,6,0
469,Kimberly Frank,FR,72788,8,0
470,Elizabeth Bowen,US,104216,4,0
471,Brian Hale,IN,80456,11,0
472,Elizabeth Hill,US,87214,2,0
473,Kyle Webster,UAE,118456,11,0
474,Maria Lee,UAE,130820,6,0
475,Janet Mahoney,FR,89739,11,0
476,Logan Jones,US,121559,10,0
477,Nicole Thompson,FR,114416,0,0
478,Susan Smith,GB,74146,15,0
479,Walter Daugherty,FR,37486,18,0
480,Anthony Oconnor MD,IN,69120,2,0
481,Erin Reed,US,69007,11,0
482,Sophia Elliott,IN,119322,0,0
483,Jerry Ayala,FR,72775,16,0
484,Jackie Reyes,IN,83212,0,0
485,Kenneth Lopez,IN,43966,16,0
486,Christopher Brooks,GB,26411,12,0
487,Renee Lopez DDS,US,144939,11,0
488,Anna Chen,US,69052,18,0
489,Ann Hill,IN,102664,3,0
490,Sarah Davis,DE,54999,4,0
491,Thomas Gray,GB,149701,18,0
492,Dylan Cox,IN,67795,8,0
493,Brittany Mosley,UAE,74872,20,0
494,Virginia Pittman,FR,100130,6,0
495,Steven Townsend,FR,138510,4,0
496,Laurie Ballard,FR,107234,3,0
497,Amanda Hardy,UAE,50369,18,0
498,Steven Rodriguez,DE,125406,7,0
499,Charles Johnson,GB,83792,7,0
500,Lindsay Hernandez,IN,134105,6,0
501,Courtney Hernandez,US,76213,4,0
502,Jason King,US,133092,18,1
503,Joshua Lewis,UAE,59520,1,0
504,Sean Nguyen,US,84495,17,0
505,Elizabeth Hebert,FR,64329,14,0
506,Ashley Stone,DE,101106,15,0
507,Thomas Cowan,FR,65154,18,0
508,Meghan Larson,US,55893,6,0
509,Sara Howard,IN,120180,3,0
510,Carla Vasquez,UAE,89499,8,0
511,Matthew Gonzalez,US,136541,7,0
512,Brandon Watson,FR,107681,15,0
513,Rachel Ho,FR,55059,5,0
514,Morgan Flores,US,137900,14,0
515,Samantha Wright MD,UAE,41837,2,0
516,Carolyn Steele,FR,107317,3,0
517,Kristin King,DE,123322,7,0
518,Donald Hansen,IN,145427,2,0
519,Patricia Hernandez,DE,51907,3,0
520,Kristin Bradford,US,80116,18,0
521,Rhonda Byrd,GB,127315,0,0
522,Allen Shaffer,GB,63406,15,0
523,Melissa Carroll,FR,37533,20,0
524,Jill Ford,DE,43932,10,0
525,Mikayla Stone,US,117928,0,0
526,Dave Freeman,GB,55085,3,0
527,Mr. Aaron Costa,UAE,57086,7,0
528,Derrick Wilson,IN,31170,20,0
529,Christopher Evans,DE,123184,10,0
530,Brandi Ortiz,DE,96337,16,0
531,Brandon Richmond,FR,43717,8,0
532,Crystal Moran,IN,88090,3,0
533,Carl Freeman Jr.,UAE,101560,7,0
534,Christopher Vargas,FR,77844,0,0
535,James Acevedo,UAE,34157,20,0
536,Craig Anderson,US,96644,1,0
537,Teresa Cooper,FR,49264,9,0
538,Anthony Schmidt,IN,98409,6,0
539,Paige Brewer,GB,75914,19,0
540,Cynthia Jackson,FR,132817,17,0
541,Jackson Brown,IN,78762,9,0
542,Robin Harper,DE,91133,7,0
543,Megan Hanna,DE,75044,7,0
544,Jasmine Hensley,GB,36136,18,0
545,Alison Brown,UAE,71418,2,0
546,Bryan Potter,UAE,91915,10,0
547,Valerie Davis,GB,39879,15,0
548,Debra Murphy,FR,125842,10,0
549,Elizabeth Bond,FR,111274,17,0
550,Christopher Smith,FR,28254,7,0
551,Tammy Griffin,UAE,98010,1,0
552,Rebekah Murray,GB,128624,7,0
553,Charles Gonzalez,IN,27906,13,0
554,Joseph Davis,FR,84817,16,0
555,Jennifer Allison,GB,129402,7,0
556,Kimberly Jackson,IN,126232,4,0
557,Sandra Cruz,US,28198,13,0
558,Jamie Alvarado,UAE,70154,5,0
559,Anne Scott,FR,51858,16,0
560,Janet Martinez,US,61245,20,0
561,Brandon Alvarado,FR,56543,1,0
562,Melissa Moreno,US,31814,10,1
563,Amanda Miles,DE,142069,10,0
564,Erika Fisher,DE,37901,11,0
565,Robert Lopez,IN,26135,20,0
566,Christine Flores,DE,86135,3,1
567,Matthew Johnson,DE,126308,13,0
568,April Bernard,DE,86353,9,1
569,Chad Thompson,US,83422,5,0
570,Jonathon Williams,FR,38727,10,0
571,Destiny Bailey,FR,46113,16,0
572,Michelle Barnes,GB,121226,16,0
573,Adam Robinson,FR,148200,5,0
574,Joseph Wright,UAE,59808,17,0
575,Robert Williams,GB,85553,9,1
576,Pamela Rodgers,GB,47453,10,0
577,Keith Adkins,GB,98927,13,0
578,Jennifer West,FR,77293,20,0
579,Whitney Stewart,US,35357,10,0
580,Jacob Gutierrez,FR,118572,6,0
581,Molly Jenkins,FR,98340,18,0
582,Amy Guerra,DE,85506,3,0
583,John Morgan,GB,34299,20,0
584,Chad Gonzalez,IN,115096,20,0
585,Rachel Finley,GB,55666,4,0
586,Chad Carter,FR,46111,13,0
587,Timothy Cole,DE,49976,4,0
588,Chelsea Gordon,US,63423,15,0
589,Melissa Le,FR,65116,4,0
590,Carla Hughes,IN,92604,12,0
591,Teresa Brown,DE,54491,15,0
592,Brandy Gomez,FR,50054,18,0
593,Christopher Downs,DE,133580,19,0
594,Mary Wells,UAE,116115,8,0
595,Monica Thompson,FR,47890,10,0
596,Nichole Bartlett,IN,139966,10,0
597,Hannah Richardson,GB,43056,12,0
598,Richard Carr,DE,32897,14,0
599,Edwin Hernandez,IN,94277,9,0
600,Jill Pollard,FR,74272,2,0
601,Alejandro Alvarado,US,144694,2,0
602,Kelly Hawkins,US,43865,8,0
603,Laurie Holmes,IN,45118,13,0
604,Gary Allen,GB,107326,3,0
605,Kaitlyn Salazar,GB,84188,8,0
606,Jennifer Vasquez,GB,113076,10,0
607,Luke King,US,34023,9,0
608,Dale Neal,IN,113786,16,0
609,Anthony Williams,FR,110169,5,0
610,Andrew Davis,FR,30880,19,0
611,Linda Williams,GB,29445,3,0
612,Randy Foster,IN,59917,6,0
613,Kristen Parker,FR,68999,6,0
614,Christopher Baldwin,DE,94613,13,0
615,Russell Johnson,DE,118386,20,0
616,Raymond Meadows,DE,109364,11,0
617,Amy Hurst,FR,70366,0,0
618,Carlos Ramirez,US,87579,16,0
619,Richard Davidson,GB,40421,20,0
620,Allison Schmidt,UAE,100445,6,0
621,Jonathan Andrews,FR,79111,1,0
622,Kenneth Jensen,GB,95540,9,0
623,Mr. Charles Logan,GB,68609,2,0
624,Michael Payne,DE,66199,18,0
625,Adam Johnson,DE,33511,20,0
626,Kevin Allen,IN,77843,17,0
627,Mr. Christopher Gonzalez,DE,108875,1,0
628,Lance Mcgrath,IN,122754,11,0
629,Melissa Lynch,US,76063,6,0
630,Christopher Thomas,US,82967,12,0
631,Alexandria Cooley,US,65237,3,0
632,Jose Knight,GB,66751,13,0
633,Scott Moore,GB,92008,19,0
634,Gloria Anderson,FR,30844,12,0
635,David Smith,GB,48699,5,0
636,Antonio Kim,DE,89811,7,0
637,Connie Scott,GB,103029,8,0
638,Ronald Mcneil,GB,147550,11,0
639,Angelica Butler,US,138355,19,0
640,Sean Wilson,UAE,127935,19,0
641,Jeffrey Mitchell,US,52119,6,0
642,Mark Brown,UAE,112358,15,0
643,Jeffrey Herman,DE,96422,17,0
644,John Martinez,IN,95894,4,0
645,Carl Dalton,UAE,40008,11,0
646,Jennifer Payne,DE,149894,12,0
647,James Sampson,GB,53470,2,0
648,Crystal Turner,IN,45462,11,0
649,Tiffany Stewart,UAE,111016,18,0
650,Philip Allen,IN,144379,19,0
651,Kevin Petersen,GB,81375,11,0
652,David Rodriguez,FR,37002,7,0
653,Lisa Campos,UAE,27711,5,0
654,Joseph Bishop,FR,91414,13,0
655,Warren Fisher,DE,133956,20,0
656,Daniel Graham,DE,58211,1,0
657,Bobby Martin,UAE,146036,2,0
658,Emily Adams,FR,59745,14,0
659,Melissa Zuniga,FR,88072,2,0
660,Danny Miller,FR,136511,10,0
661,Maria Arellano,FR,142500,15,0
662,Eric Fleming,US,50698,8,0
663,Nicole Martinez,UAE,100545,16,0
664,Victoria Davis,FR,28712,1,0
665,Cynthia Robinson,UAE,138366,14,0
666,Anna Lopez,GB,145601,16,0
667,David Cantrell,GB,144163,18,0
668,Michael Banks,DE,121885,18,0
669,Keith Macdonald,DE,114158,20,0
670,Terry Barber,IN,133899,1,0
671,Vincent Mccann,IN,35671,10,0
672,Larry Armstrong,FR,127352,5,0
673,Derek Larson,US,29442,18,0
674,Amanda Cordova,US,142924,17,0
675,Rhonda George,FR,137853,9,0
676,Stephanie Horn,US,70513,4,0
677,Jonathan Coffey,UAE,66145,6,0
678,Gregory Johnson Jr.,UAE,140112,17,0
679,Melissa Reid,IN,125264,13,0
680,Michelle Barber,US,132576,4,0
681,Melinda Hudson,GB,72744,19,0
682,John Nixon,IN,109536,6,0
